loan_id,checkout_date,due_date,return_date,loan_status,renewal_count,member_id,member_type,department_or_program,member_status,branch_name,book_id,title,language,publication_year,category_name,copy_id,availability_status,condition_status,checkout_librarian,checkout_role
LN000709,2025-04-02,2025-04-16,2025-05-10,returned,0,M000406,public,,active,Engineering Library,B000150,"Ecology: Concepts, Models, and Tools 150",English,2000,Biology,C000487,available,good,Emma Khan,circulation
LN000710,2025-04-02,2025-04-23,2025-04-22,returned,0,M000260,student,Mechanical Engineering,active,Medical Sciences Library,B000251,Numerical Methods: An Applied Introduction 251,Persian,1997,Mathematics,C000803,lost,lost,Olivia Martin,circulation
LN000711,2025-04-02,2025-04-23,2025-04-13,returned,0,M000079,student,Physics,active,Engineering Library,B000193,Operations Management: Principles and Applications 193,English,2009,Management,C000619,available,worn,Tara Clark,circulation
LN000712,2025-04-02,2025-04-23,2025-04-22,returned,0,M000426,public,,active,Central Library,B000126,Signal Processing: Methods for Researchers 126,English,2011,Electrical Engineering,C000420,available,worn,Reza Khan,circulation
LN000713,2025-04-03,2025-04-24,2025-04-15,returned,0,M000339,student,Physics,suspended,Graduate Research Library,B000170,Modern Fiction: Methods for Researchers 170,English,2003,Literature,C000548,available,worn,Emma Khan,circulation
LN000714,2025-04-03,2025-04-17,2025-04-12,returned,1,M000310,student,Literature,active,Central Library,B000310,Business Analytics: Principles and Applications 310,Persian,1995,Management,C000990,available,good,Ali Lee,circulation
LN000715,2025-04-03,2025-04-17,2025-04-09,returned,1,M000471,student,Literature,active,Engineering Library,B000162,Microeconomics: Case Studies and Practice 162,Persian,2019,Economics,C000518,lost,lost,Emma Farhadi,circulation
LN000716,2025-04-03,2025-04-24,2025-04-13,returned,0,M000326,faculty,Computer Engineering,active,Engineering Library,B000103,"Data Mining: Concepts, Models, and Tools 103",Persian,2004,Computer Science,C000343,available,good,Tara Clark,circulation
LN000717,2025-04-04,2025-04-18,2025-04-08,returned,0,M000083,student,Management,active,Central Library,B000156,Cloud Computing: Case Studies and Practice 156,English,2010,Computer Science,C000498,available,worn,Hana Abbasi,manager
LN000718,2025-04-04,2025-04-25,2025-04-12,returned,0,M000511,student,Mechanical Engineering,active,Engineering Library,B000182,Behavioral Analysis: Methods for Researchers 182,English,2001,Psychology,C000584,available,worn,Ali Lee,circulation
LN000719,2025-04-04,2025-04-25,2025-04-18,returned,1,M000185,student,Industrial Engineering,active,Engineering Library,B000074,Strategic Management: Methods for Researchers 74,English,2000,Management,C000253,available,good,Noah Johnson,admin
LN000720,2025-04-04,2025-04-18,2025-04-10,returned,2,M000286,student,Computer Engineering,active,Central Library,B000251,Numerical Methods: An Applied Introduction 251,Persian,1997,Mathematics,C000799,available,good,Ali Khan,manager
LN000721,2025-04-04,2025-04-18,2025-04-17,returned,2,M000103,staff,Electrical Engineering,active,Engineering Library,B000045,Soil Mechanics: Principles and Applications 45,English,1999,Civil Engineering,C000157,available,good,Reza Khan,circulation
LN000722,2025-04-05,2025-04-19,2025-04-19,returned,0,M000474,student,Chemistry,active,Engineering Library,B000168,"Cloud Computing: Concepts, Models, and Tools 168",English,1997,Computer Science,C000541,available,good,Emma Martin,circulation
LN000723,2025-04-05,2025-05-03,2025-04-28,returned,0,M000275,student,Civil Engineering,active,Central Library,B000147,Modern Fiction: Case Studies and Practice 147,Arabic,2006,Literature,C000477,available,worn,Mina Brown,analyst
LN000724,2025-04-07,2025-04-28,2025-05-19,returned,1,M000486,student,Psychology,active,Engineering Library,B000136,Development Economics: Principles and Applications 136,English,1997,Economics,C000448,available,good,Reza Khan,circulation
LN000725,2025-04-07,2025-05-05,2025-04-24,returned,1,M000025,student,Economics,active,Central Library,B000173,Thermodynamics: Methods for Researchers 173,Persian,1992,Mechanical Engineering,C000558,available,good,Mina Brown,analyst
LN000726,2025-04-08,2025-04-22,2025-04-22,returned,0,M000338,public,,active,Engineering Library,B000252,Project Management: Principles and Applications 252,Persian,2009,Management,C000806,available,worn,Tara Karimi,analyst
LN000727,2025-04-08,2025-04-22,2025-04-14,returned,0,M000315,student,History,active,Engineering Library,B000031,Cloud Computing: Principles and Applications 31,Persian,2005,Computer Science,C000119,available,good,Emma Farhadi,circulation
LN000728,2025-04-08,2025-04-29,2025-04-13,returned,0,M000267,public,,active,Central Library,B000193,Operations Management: Principles and Applications 193,English,2009,Management,C000614,available,good,Sina Moradi,admin
LN000729,2025-04-08,2025-04-22,2025-04-11,returned,1,M000456,student,Industrial Engineering,expired,Graduate Research Library,B000295,Discrete Mathematics: An Applied Introduction 295,English,1994,Mathematics,C000940,available,good,Emma Martin,circulation
LN000730,2025-04-09,2025-05-07,2025-05-13,returned,0,M000147,student,Chemistry,active,Graduate Research Library,B000270,Project Management: Principles and Applications 270,English,1991,Management,C000861,available,worn,Sina Moradi,admin
LN000731,2025-04-09,2025-04-30,2025-04-17,returned,1,M000443,student,Physics,active,Medical Sciences Library,B000181,Ecology: An Applied Introduction 181,English,2007,Biology,C000580,available,good,Reza Brown,analyst
LN000732,2025-04-10,2025-05-01,2025-04-16,returned,0,M000113,student,Mechanical Engineering,active,Central Library,B000056,Logic: An Applied Introduction 56,English,2016,Philosophy,C000189,available,worn,Tara Clark,circulation
LN000733,2025-04-10,2025-05-01,2025-04-17,returned,0,M000329,student,Management,active,Graduate Research Library,B000198,"Microeconomics: Concepts, Models, and Tools 198",English,2008,Economics,C000633,available,good,Sina Moradi,admin
LN000734,2025-04-10,2025-05-08,2025-04-13,returned,0,M000263,student,Psychology,active,Graduate Research Library,B000237,Genetics: A Modern Approach 237,Persian,2007,Biology,C000746,available,worn,Hana Abbasi,manager
LN000735,2025-04-10,2025-04-24,2025-04-17,returned,2,M000394,student,Mathematics,active,Central Library,B000059,"World History: Concepts, Models, and Tools 59",English,2009,History,C000198,available,worn,Tara Karimi,analyst
LN000736,2025-04-11,2025-04-25,2025-04-25,returned,2,M000096,faculty,Computer Engineering,expired,Central Library,B000302,"Research Methods: Concepts, Models, and Tools 302",Persian,1998,Psychology,C000958,available,worn,Olivia Martin,circulation
LN000737,2025-04-11,2025-04-25,2025-04-20,returned,0,M000120,student,Psychology,active,Graduate Research Library,B000129,Learning Theory: A Modern Approach 129,English,1998,Psychology,C000427,lost,lost,Emma Martin,circulation
LN000738,2025-04-12,2025-04-26,2025-04-14,returned,0,M000519,faculty,Computer Engineering,active,Central Library,B000082,Logic: An Applied Introduction 82,Persian,2011,Philosophy,C000279,available,good,Karim Lee,circulation
LN000739,2025-04-12,2025-04-26,2025-05-11,returned,0,M000423,student,Economics,active,Central Library,B000144,"Modern Iran: Concepts, Models, and Tools 144",English,2004,History,C000471,available,good,Tara Karimi,analyst
LN000740,2025-04-12,2025-04-26,2025-04-26,returned,0,M000073,faculty,Civil Engineering,active,Graduate Research Library,B000292,"Ecology: Concepts, Models, and Tools 292",Persian,2026,Biology,C000927,available,good,Hana Abbasi,manager
LN000741,2025-04-13,2025-05-11,2025-04-18,returned,0,M000419,staff,Mechanical Engineering,active,Engineering Library,B000063,Business Analytics: Principles and Applications 63,Persian,2005,Management,C000211,available,good,Sophia Hosseini,manager
LN000742,2025-04-13,2025-05-04,2025-04-25,returned,0,M000480,student,Psychology,active,Graduate Research Library,B000208,Data Mining: Methods for Researchers 208,Persian,1996,Computer Science,C000659,available,good,Tara Clark,circulation
LN000743,2025-04-13,2025-04-27,2025-04-21,returned,1,M000211,student,Management,active,Graduate Research Library,B000125,Optics: An Applied Introduction 125,English,2000,Physics,C000415,available,worn,Ali Lee,circulation
LN000744,2025-04-13,2025-04-27,2025-04-19,returned,1,M000492,student,Management,active,Engineering Library,B000105,Numerical Methods: Case Studies and Practice 105,Persian,2004,Mathematics,C000352,available,good,Karim Lee,circulation
LN000745,2025-04-13,2025-05-04,2025-04-25,returned,0,M000054,student,Mechanical Engineering,active,Medical Sciences Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001005,available,good,Emma Khan,circulation
LN000746,2025-04-14,2025-04-28,2025-04-18,returned,1,M000160,student,Electrical Engineering,active,Medical Sciences Library,B000280,Signal Processing: Methods for Researchers 280,English,2005,Electrical Engineering,C000895,available,worn,Tara Karimi,analyst
LN000747,2025-04-14,2025-04-28,2025-04-26,returned,0,M000381,student,Mechanical Engineering,active,Central Library,B000212,"Linear Algebra: Concepts, Models, and Tools 212",Persian,1993,Mathematics,C000674,available,good,Emma Farhadi,circulation
LN000748,2025-04-14,2025-04-28,2025-05-01,returned,0,M000200,student,History,suspended,Central Library,B000034,"Ecology: Concepts, Models, and Tools 34",English,1990,Biology,C000127,available,good,Emma Khan,circulation
LN000749,2025-04-14,2025-05-05,2025-04-26,returned,0,M000173,student,Computer Engineering,active,Central Library,B000120,Power Networks: Case Studies and Practice 120,Persian,2007,Electrical Engineering,C000398,available,good,Emma Martin,circulation
LN000750,2025-04-14,2025-04-28,2025-04-22,returned,0,M000380,student,Chemistry,active,Engineering Library,B000305,Linear Algebra: An Applied Introduction 305,English,2024,Mathematics,C000966,available,good,Karim Lee,circulation
LN000751,2025-04-15,2025-04-29,2025-05-12,returned,0,M000160,student,Electrical Engineering,active,Engineering Library,B000265,"Database Systems: Concepts, Models, and Tools 265",English,1997,Computer Science,C000843,available,worn,Karim Lee,circulation
LN000752,2025-04-15,2025-05-06,2025-04-23,returned,3,M000495,faculty,Psychology,active,Engineering Library,B000152,Strategic Management: A Modern Approach 152,Persian,2015,Management,C000491,available,good,Karim Lee,circulation
LN000753,2025-04-15,2025-04-29,2025-04-21,returned,0,M000505,faculty,Psychology,active,Engineering Library,B000273,Development Economics: Methods for Researchers 273,English,2008,Economics,C000868,available,good,Noah Johnson,admin
LN000754,2025-04-16,2025-05-07,2025-05-03,returned,1,M000467,student,Electrical Engineering,active,Medical Sciences Library,B000247,Research Methods: Case Studies and Practice 247,Persian,2010,Psychology,C000789,available,good,Noah Johnson,admin
LN000755,2025-04-16,2025-04-30,2025-04-28,returned,1,M000269,student,Electrical Engineering,active,Central Library,B000124,"Strategic Management: Concepts, Models, and Tools 124",Persian,2009,Management,C000413,available,good,Noah Johnson,admin
LN000756,2025-04-17,2025-05-08,2025-04-23,returned,1,M000273,student,Chemistry,suspended,Engineering Library,B000232,Logic: An Applied Introduction 232,Persian,2003,Philosophy,C000730,available,good,Emma Farhadi,circulation
LN000757,2025-04-17,2025-05-01,2025-04-19,returned,0,M000263,student,Psychology,active,Engineering Library,B000198,"Microeconomics: Concepts, Models, and Tools 198",English,2008,Economics,C000634,available,worn,Hana Abbasi,manager
LN000758,2025-04-17,2025-05-08,2025-05-07,returned,0,M000232,student,Economics,active,Central Library,B000033,Numerical Methods: Principles and Applications 33,English,2008,Mathematics,C000124,available,worn,Mina Brown,analyst
LN000759,2025-04-17,2025-05-01,2025-04-30,returned,0,M000374,staff,Economics,active,Engineering Library,B000218,Literary Criticism: Principles and Applications 218,English,1992,Literature,C000694,available,worn,Noah Johnson,admin
LN000760,2025-04-17,2025-05-01,2025-04-20,returned,0,M000117,student,Management,active,Medical Sciences Library,B000316,Probability Theory: Principles and Applications 316,English,2020,Mathematics,C001007,available,worn,Noah Johnson,admin
LN000761,2025-04-17,2025-05-15,2025-05-21,returned,0,M000354,staff,Literature,suspended,Graduate Research Library,B000195,Control Systems: An Applied Introduction 195,Persian,2006,Electrical Engineering,C000625,available,good,Emma Khan,circulation
LN000762,2025-04-18,2025-05-16,2025-05-07,returned,0,M000018,student,Electrical Engineering,active,Engineering Library,B000081,"Operations Management: Concepts, Models, and Tools 81",Persian,2005,Management,C000275,available,good,Emma Khan,circulation
LN000763,2025-04-18,2025-05-02,2025-05-10,returned,0,M000227,staff,Industrial Engineering,active,Central Library,B000269,Fluid Mechanics: Methods for Researchers 269,English,1993,Mechanical Engineering,C000858,available,good,Emma Farhadi,circulation
LN000764,2025-04-19,2025-05-17,2025-04-28,returned,0,M000100,faculty,History,active,Engineering Library,B000246,Thermodynamics: Case Studies and Practice 246,English,2016,Mechanical Engineering,C000782,available,good,Emma Martin,circulation
LN000765,2025-04-19,2025-05-10,2025-04-29,returned,0,M000005,student,Literature,active,Medical Sciences Library,B000131,Cloud Computing: A Modern Approach 131,Persian,2006,Computer Science,C000436,available,new,Sophia Hosseini,manager
LN000766,2025-04-19,2025-05-17,2025-04-23,returned,0,M000459,faculty,Mathematics,active,Central Library,B000074,Strategic Management: Methods for Researchers 74,English,2000,Management,C000251,available,good,Tara Karimi,analyst
LN000767,2025-04-20,2025-05-11,2025-05-06,returned,0,M000456,student,Industrial Engineering,expired,Medical Sciences Library,B000221,Business Analytics: Methods for Researchers 221,English,1990,Management,C000702,available,worn,Karim Lee,circulation
LN000768,2025-04-21,2025-05-19,2025-05-04,returned,0,M000317,student,Literature,active,Central Library,B000202,Public Policy: An Applied Introduction 202,English,2021,Economics,C000641,available,worn,Emma Khan,circulation
LN000769,2025-04-21,2025-05-12,2025-04-30,returned,0,M000419,staff,Mechanical Engineering,active,Central Library,B000085,Development Economics: Principles and Applications 85,English,1991,Economics,C000289,available,good,Karim Lee,circulation
